InvoiceNo,CustomerID,InvoiceDate,OrderRevenue,TotalUnits,UniqueProducts,InvoiceLines,Country
540181,13199,2011-01-05 13:09:00,199.44,216,2,2,United Kingdom
540182,14739,2011-01-05 13:29:00,229.56,224,6,6,United Kingdom
540183,15093,2011-01-05 13:37:00,1220.4,628,21,21,United Kingdom
540184,15266,2011-01-05 13:40:00,119.3,18,6,6,United Kingdom
540185,14653,2011-01-05 13:40:00,344.81,305,29,29,United Kingdom
540187,15358,2011-01-05 13:53:00,653.86,717,41,41,United Kingdom
540188,16771,2011-01-05 13:57:00,296.66,303,34,34,United Kingdom
540239,12682,2011-01-05 14:48:00,835.11,373,40,40,France
540240,17585,2011-01-05 15:09:00,417.81,571,28,28,United Kingdom
540242,15046,2011-01-05 15:30:00,511.95,275,29,29,United Kingdom
540245,13082,2011-01-05 15:42:00,379.44,1032,7,7,United Kingdom
540247,15464,2011-01-05 15:56:00,1044.65,348,155,155,United Kingdom
540248,15034,2011-01-05 15:57:00,583.45,184,43,43,United Kingdom
540249,15298,2011-01-05 16:00:00,305.74,400,15,15,United Kingdom
540251,12748,2011-01-05 16:06:00,12.75,1,1,1,United Kingdom
540253,13225,2011-01-05 16:28:00,1263.72,444,8,8,United Kingdom
540257,12748,2011-01-05 17:33:00,238.55,75,13,13,United Kingdom
540258,14045,2011-01-06 08:52:00,682.8,212,3,3,United Kingdom
540259,18226,2011-01-06 09:00:00,417.3,366,21,21,United Kingdom
540260,13097,2011-01-06 09:40:00,771.29,344,41,41,United Kingdom
540261,13089,2011-01-06 09:57:00,730.88,536,13,13,United Kingdom
540262,14045,2011-01-06 10:01:00,242.54999999999998,147,1,1,United Kingdom
540263,18062,2011-01-06 10:03:00,169.8,184,5,5,United Kingdom
540264,17949,2011-01-06 10:20:00,432.0,600,1,1,United Kingdom
540265,15271,2011-01-06 10:46:00,253.1,86,16,16,United Kingdom
540267,12415,2011-01-06 11:12:00,7011.38,4662,46,46,Australia
540268,13458,2011-01-06 11:25:00,1489.18,944,53,53,United Kingdom
540269,14135,2011-01-06 11:39:00,186.0,40,8,8,United Kingdom
540273,17368,2011-01-06 11:57:00,563.15,711,17,17,United Kingdom
540274,14618,2011-01-06 11:59:00,211.8,92,5,5,United Kingdom
540275,13680,2011-01-06 12:11:00,1520.1100000000001,669,21,21,United Kingdom
540276,14680,2011-01-06 12:16:00,1520.11,669,21,21,United Kingdom
540277,14258,2011-01-06 12:18:00,3120.2200000000003,1798,31,31,United Kingdom
540278,15719,2011-01-06 12:31:00,433.04,224,104,104,United Kingdom
540279,13368,2011-01-06 12:32:00,35.400000000000006,12,1,1,United Kingdom
540280,12386,2011-01-06 12:37:00,143.0,140,2,2,Australia
540288,17634,2011-01-06 12:45:00,785.65,165,74,74,United Kingdom
540316,16676,2011-01-06 13:00:00,464.82,204,29,29,United Kingdom
540345,14299,2011-01-06 13:19:00,621.9,130,9,9,United Kingdom
540348,12841,2011-01-06 13:56:00,224.11,93,28,28,United Kingdom
540349,15379,2011-01-06 14:07:00,660.15,569,42,42,United Kingdom
540350,18283,2011-01-06 14:14:00,108.45,61,57,57,United Kingdom
540351,12735,2011-01-06 14:26:00,319.77,263,22,22,France
540353,13764,2011-01-06 14:53:00,499.89,282,69,69,United Kingdom
540354,13576,2011-01-06 14:58:00,623.6800000000001,288,16,16,United Kingdom
540357,13093,2011-01-06 15:14:00,1374.46,1171,42,42,United Kingdom
540358,13599,2011-01-06 15:25:00,369.14,262,9,9,United Kingdom
540359,18041,2011-01-06 15:29:00,377.7,366,25,27,United Kingdom
540361,13408,2011-01-06 15:41:00,304.2,274,6,6,United Kingdom
540362,13656,2011-01-06 15:42:00,162.70000000000002,113,31,31,United Kingdom
540363,12971,2011-01-06 15:54:00,185.1,618,3,3,United Kingdom
540364,14505,2011-01-06 16:03:00,317.06,95,45,45,United Kingdom
540365,12413,2011-01-06 16:12:00,479.25,180,24,24,France
540370,13094,2011-01-06 16:25:00,76.32000000000001,72,1,1,United Kingdom
540371,14312,2011-01-06 16:35:00,309.55,71,15,15,United Kingdom
540372,13081,2011-01-06 16:41:00,3527.64,2602,169,169,United Kingdom
540373,13280,2011-01-06 17:10:00,290.95,105,32,34,United Kingdom
540374,15845,2011-01-06 17:19:00,303.36,208,13,13,United Kingdom
540383,16422,2011-01-06 17:47:00,406.77000000000004,203,6,6,United Kingdom
540387,16306,2011-01-06 17:58:00,175.15,149,13,13,United Kingdom
540395,14702,2011-01-06 18:24:00,237.65,55,20,20,United Kingdom
540396,14031,2011-01-06 18:33:00,969.24,404,10,10,United Kingdom
540397,13187,2011-01-06 18:57:00,236.02,95,37,37,United Kingdom
540399,14047,2011-01-07 09:23:00,9.3,2,1,1,United Kingdom
540401,16013,2011-01-07 09:31:00,797.5999999999999,112,2,2,United Kingdom
540402,16567,2011-01-07 09:31:00,557.5600000000001,476,26,26,United Kingdom
540404,12947,2011-01-07 09:40:00,301.66,235,16,16,United Kingdom
540405,14828,2011-01-07 09:50:00,582.0,968,5,5,United Kingdom
540406,13798,2011-01-07 09:53:00,495.0,300,3,3,United Kingdom
540407,16839,2011-01-07 09:55:00,427.47,329,11,11,United Kingdom
540408,16013,2011-01-07 09:55:00,637.5,250,1,1,United Kingdom
540409,16019,2011-01-07 10:00:00,504.25,190,17,17,United Kingdom
540410,12530,2011-01-07 10:04:00,387.40000000000003,95,13,13,Germany
540411,16551,2011-01-07 10:24:00,311.07,281,11,11,United Kingdom
540412,13842,2011-01-07 10:27:00,303.0,88,18,18,United Kingdom
540413,15194,2011-01-07 10:29:00,331.55,208,20,20,United Kingdom
540414,12481,2011-01-07 10:32:00,603.09,413,24,24,Germany
540415,16889,2011-01-07 10:47:00,523.05,365,47,48,United Kingdom
540416,16473,2011-01-07 10:55:00,149.41,79,8,8,United Kingdom
540420,12829,2011-01-07 11:13:00,207.25,251,6,6,United Kingdom
540452,13750,2011-01-07 11:49:00,325.44,96,1,1,United Kingdom
540453,13426,2011-01-07 11:54:00,302.45,341,23,23,United Kingdom
540454,16191,2011-01-07 11:57:00,368.52,168,8,8,United Kingdom
540455,12583,2011-01-07 12:07:00,730.16,491,22,22,France
540456,13534,2011-01-07 12:14:00,188.0,80,11,11,United Kingdom
540457,14217,2011-01-07 12:26:00,102.5,22,4,4,United Kingdom
540458,12501,2011-01-07 12:28:00,2169.39,1783,149,149,Germany
540459,16191,2011-01-07 12:35:00,479.1,186,10,10,United Kingdom
540460,15607,2011-01-07 12:44:00,104.76,202,13,13,United Kingdom
540461,15139,2011-01-07 12:44:00,122.10000000000001,102,8,8,United Kingdom
540462,16779,2011-01-07 12:45:00,434.95000000000005,195,16,16,United Kingdom
540463,12489,2011-01-07 13:13:00,334.93,105,15,15,France
540464,14298,2011-01-07 13:17:00,1429.9,1070,52,52,United Kingdom
540465,17707,2011-01-07 13:30:00,83.7,78,3,3,United Kingdom
540466,15649,2011-01-07 13:34:00,306.0,72,1,1,United Kingdom
540467,18198,2011-01-07 13:39:00,300.54,222,19,19,United Kingdom
540469,12484,2011-01-07 14:04:00,1138.67,630,98,98,Spain
540471,15601,2011-01-07 14:21:00,688.45,367,39,39,United Kingdom
540472,18179,2011-01-07 14:22:00,335.8,223,18,18,United Kingdom
540473,17284,2011-01-07 14:31:00,716.11,571,130,131,United Kingdom
540475,15311,2011-01-07 14:43:00,141.48000000000002,70,9,9,United Kingdom
540477,13233,2011-01-07 14:49:00,304.24,404,17,17,United Kingdom
540478,15769,2011-01-07 14:53:00,2970.0,1800,8,8,United Kingdom
540479,14889,2011-01-07 15:19:00,135.9,90,10,10,United Kingdom
540480,12480,2011-01-07 15:27:00,816.25,367,42,42,Germany
540481,16955,2011-01-07 15:42:00,165.88,94,8,8,United Kingdom
540482,14672,2011-01-07 15:48:00,285.28000000000003,147,34,34,United Kingdom
540489,13593,2011-01-07 16:32:00,559.85,199,39,39,United Kingdom
540493,14867,2011-01-07 16:34:00,300.74,118,15,15,United Kingdom
540496,15485,2011-01-07 17:18:00,328.54,187,20,20,United Kingdom
540498,17243,2011-01-09 10:06:00,268.8,68,10,10,United Kingdom
540499,16923,2011-01-09 10:21:00,348.2,88,22,22,United Kingdom
540500,15465,2011-01-09 10:26:00,390.29999999999995,72,5,5,United Kingdom
540501,13162,2011-01-09 10:43:00,753.26,942,37,37,United Kingdom
540502,13183,2011-01-09 10:50:00,625.04,400,20,20,United Kingdom
540504,13668,2011-01-09 11:02:00,208.56,67,23,24,United Kingdom
540505,17095,2011-01-09 11:05:00,313.15,143,16,16,United Kingdom
540506,17796,2011-01-09 11:12:00,274.35,71,33,34,United Kingdom
540507,12939,2011-01-09 11:20:00,1933.2,552,6,6,United Kingdom
540508,14810,2011-01-09 11:20:00,146.55,64,16,16,United Kingdom
540509,14800,2011-01-09 11:27:00,533.79,402,50,51,United Kingdom
540510,15611,2011-01-09 11:32:00,104.25,15,3,3,United Kingdom
540511,14472,2011-01-09 11:34:00,299.89,176,29,30,United Kingdom
540512,17114,2011-01-09 11:39:00,140.59,81,28,28,United Kingdom
540513,13758,2011-01-09 11:41:00,422.4,152,9,9,United Kingdom
540514,15708,2011-01-09 11:43:00,406.27,177,41,41,United Kingdom
540515,15059,2011-01-09 11:54:00,182.78,72,28,29,United Kingdom
540516,16326,2011-01-09 12:01:00,265.75,65,28,29,United Kingdom
540517,17128,2011-01-09 12:02:00,157.09,76,14,14,United Kingdom
540518,14761,2011-01-09 12:03:00,97.5,58,7,7,United Kingdom
540519,12793,2011-01-09 12:12:00,413.68,230,17,17,Portugal
540520,17555,2011-01-09 12:31:00,195.45,156,48,49,United Kingdom
540521,12651,2011-01-09 12:46:00,114.0,78,9,9,France
540522,13102,2011-01-09 12:50:00,301.28,258,16,16,United Kingdom
540523,13069,2011-01-09 12:51:00,340.94,250,34,36,United Kingdom
540524,16735,2011-01-09 12:53:00,607.21,344,33,38,United Kingdom
540525,16833,2011-01-09 13:02:00,309.48,160,18,18,United Kingdom
540526,14606,2011-01-09 13:41:00,229.48,154,38,38,United Kingdom
540528,17800,2011-01-09 13:50:00,136.05,98,11,12,United Kingdom
540529,16748,2011-01-09 13:50:00,479.0,260,15,15,United Kingdom
540530,14755,2011-01-09 14:02:00,488.46000000000004,238,27,27,United Kingdom
540531,16549,2011-01-09 14:03:00,119.49000000000001,56,33,33,United Kingdom
540532,14702,2011-01-09 14:11:00,221.7,37,20,20,United Kingdom
540533,15005,2011-01-09 14:12:00,141.05,67,25,25,United Kingdom
540534,12971,2011-01-09 14:17:00,25.2,24,2,2,United Kingdom
540536,17757,2011-01-09 14:21:00,145.5,93,25,25,United Kingdom
540537,13565,2011-01-09 14:28:00,110.17999999999999,78,13,13,United Kingdom
540538,17841,2011-01-09 14:36:00,279.02,99,30,31,United Kingdom
540539,18260,2011-01-09 14:42:00,557.07,429,26,26,United Kingdom
540540,17218,2011-01-09 15:10:00,169.35,47,22,22,United Kingdom
540541,15799,2011-01-09 15:13:00,320.21999999999997,181,22,22,United Kingdom
540542,15107,2011-01-09 15:18:00,78.2,50,5,5,United Kingdom
540543,14395,2011-01-09 15:23:00,380.68,171,35,36,United Kingdom
540544,18032,2011-01-09 15:32:00,73.5,42,5,5,United Kingdom
540545,13451,2011-01-09 15:35:00,359.19,254,43,46,United Kingdom
540546,12766,2011-01-09 15:56:00,686.48,411,35,35,Portugal
540547,14911,2011-01-09 16:07:00,258.0,85,13,13,EIRE
540548,14794,2011-01-09 16:11:00,179.1,34,9,9,United Kingdom
540550,12539,2011-01-10 09:11:00,1715.85,643,93,93,Spain
540552,16350,2011-01-10 09:44:00,376.7,196,22,22,United Kingdom
540553,12500,2011-01-10 09:48:00,344.94,243,5,5,Germany
540554,18171,2011-01-10 09:55:00,240.45000000000002,81,15,15,United Kingdom
540557,12415,2011-01-10 09:58:00,81.6,96,1,1,Australia
540561,13004,2011-01-10 10:32:00,326.78,260,23,23,United Kingdom
540562,12524,2011-01-10 10:35:00,337.39,392,16,16,Germany
540563,15100,2011-01-10 10:35:00,175.2,16,1,1,United Kingdom
540565,16422,2011-01-10 10:44:00,102.0,40,1,1,United Kingdom
540566,17811,2011-01-10 10:58:00,185.97,83,44,46,United Kingdom
540567,16850,2011-01-10 11:09:00,332.41,249,19,19,United Kingdom
540568,15039,2011-01-10 11:22:00,646.54,246,42,42,United Kingdom
540595,14321,2011-01-10 11:35:00,326.82,645,29,29,United Kingdom
540604,15326,2011-01-10 11:38:00,311.71,386,29,29,United Kingdom
540630,17849,2011-01-10 11:59:00,217.75,19,8,8,United Kingdom
540635,14229,2011-01-10 12:03:00,456.97,195,20,20,United Kingdom
540636,17381,2011-01-10 12:04:00,212.0,200,1,1,United Kingdom
540639,13107,2011-01-10 12:28:00,566.84,468,21,21,United Kingdom
540640,14527,2011-01-10 12:36:00,167.6,37,21,21,United Kingdom
540641,16497,2011-01-10 13:20:00,279.3,94,15,15,United Kingdom
540642,12681,2011-01-10 13:22:00,1238.06,635,50,50,France
540644,16303,2011-01-10 14:16:00,827.1800000000001,418,35,35,United Kingdom
540645,14060,2011-01-10 14:20:00,402.66,522,13,13,United Kingdom
540647,17406,2011-01-10 14:57:00,1232.32,508,86,91,United Kingdom
540648,15061,2011-01-10 14:58:00,969.87,793,15,15,United Kingdom
540649,15061,2011-01-10 14:59:00,404.12,317,8,8,United Kingdom
540653,17406,2011-01-10 15:07:00,250.0,2,1,1,United Kingdom
540662,13767,2011-01-10 15:16:00,500.48,136,10,10,United Kingdom
540664,15044,2011-01-10 15:18:00,263.0,87,14,14,United Kingdom
540671,17739,2011-01-10 15:35:00,322.53000000000003,163,7,7,United Kingdom
540672,15281,2011-01-10 15:51:00,780.42,518,50,50,United Kingdom
540680,15311,2011-01-10 16:24:00,434.03999999999996,365,33,33,United Kingdom
540682,16112,2011-01-10 16:29:00,64.14,150,8,8,United Kingdom
540687,15867,2011-01-10 17:18:00,237.19,177,27,27,United Kingdom
540688,12736,2011-01-11 07:57:00,234.0,173,4,4,France
540689,17450,2011-01-11 08:43:00,12797.52,4510,4,4,United Kingdom
540690,13473,2011-01-11 08:45:00,241.26,198,12,12,United Kingdom
540691,17450,2011-01-11 08:50:00,1508.6599999999999,686,44,44,United Kingdom
540692,14320,2011-01-11 09:12:00,352.51,235,23,23,United Kingdom
540697,16670,2011-01-11 09:20:00,369.0,188,21,21,United Kingdom
540698,17450,2011-01-11 09:24:00,4314.0199999999995,858,23,23,United Kingdom
540700,12393,2011-01-11 09:47:00,462.5,238,19,19,Australia
540701,15640,2011-01-11 09:48:00,602.44,348,9,9,United Kingdom
540702,13491,2011-01-11 09:58:00,140.49,81,10,10,United Kingdom
540703,14135,2011-01-11 09:58:00,511.46000000000004,1098,15,15,United Kingdom
540704,17742,2011-01-11 10:04:00,302.57,71,13,13,United Kingdom
540732,16122,2011-01-11 10:19:00,144.12,328,9,9,United Kingdom
540750,16351,2011-01-11 10:26:00,153.9,90,8,8,United Kingdom
540753,14217,2011-01-11 10:31:00,69.7,12,4,4,United Kingdom
540768,17428,2011-01-11 10:38:00,670.8000000000001,624,10,10,United Kingdom
540769,12601,2011-01-11 10:38:00,144.26,87,9,9,Germany
540770,13468,2011-01-11 10:40:00,145.75,49,7,7,United Kingdom
540777,13144,2011-01-11 11:15:00,110.95,21,3,3,United Kingdom
540779,15346,2011-01-11 11:18:00,252.42000000000002,144,17,17,United Kingdom
540782,15370,2011-01-11 11:32:00,184.2,80,8,8,United Kingdom
540785,12557,2011-01-11 11:39:00,3417.1200000000003,1008,4,4,Spain
540789,12643,2011-01-11 11:48:00,871.1999999999999,578,2,2,France
540794,16034,2011-01-11 11:54:00,153.6,128,9,9,United Kingdom
540795,13078,2011-01-11 12:00:00,355.8,92,13,13,United Kingdom
540797,15107,2011-01-11 12:05:00,8.5,1,1,1,United Kingdom
540798,17365,2011-01-11 12:11:00,727.36,706,73,77,United Kingdom
540799,17365,2011-01-11 12:12:00,15.299999999999999,6,2,2,United Kingdom
540800,13798,2011-01-11 12:20:00,302.36,364,6,6,United Kingdom
540801,12540,2011-01-11 12:25:00,1147.1799999999998,475,31,31,Spain
540802,15189,2011-01-11 12:29:00,418.48,208,5,5,United Kingdom
540803,14669,2011-01-11 12:30:00,421.95,199,53,53,United Kingdom
540809,18095,2011-01-11 12:37:00,374.75,225,16,16,United Kingdom
540813,14669,2011-01-11 12:41:00,415.55,288,54,56,United Kingdom
540815,15749,2011-01-11 12:55:00,15160.900000000001,7044,3,3,United Kingdom
540816,15518,2011-01-11 12:55:00,353.21,252,42,42,United Kingdom
540817,14209,2011-01-11 12:56:00,347.95,97,16,16,United Kingdom
540818,15749,2011-01-11 12:57:00,7837.5,1970,2,2,United Kingdom
540819,15518,2011-01-11 13:06:00,23.85,3,1,1,United Kingdom
540822,16042,2011-01-11 13:25:00,24.95,5,2,2,United Kingdom
540823,15569,2011-01-11 13:26:00,288.5,182,7,7,United Kingdom
540824,12728,2011-01-11 13:31:00,252.54,122,13,13,France
540825,13672,2011-01-11 13:54:00,62.13,19,3,3,United Kingdom
540826,13102,2011-01-11 14:00:00,447.28,362,31,31,United Kingdom
540827,17569,2011-01-11 14:15:00,344.14,159,29,29,United Kingdom
540829,13784,2011-01-11 14:38:00,113.63999999999999,156,4,4,United Kingdom
540834,14733,2011-01-11 14:50:00,1578.31,624,36,36,United Kingdom
540835,12724,2011-01-11 15:00:00,154.9,115,11,11,France
540838,13862,2011-01-11 15:13:00,425.1,308,27,27,United Kingdom
540839,16791,2011-01-11 15:42:00,246.98,126,48,49,United Kingdom
540840,16235,2011-01-11 15:42:00,108.67,45,7,7,United Kingdom
540842,15602,2011-01-11 16:16:00,60.0,48,1,1,United Kingdom
540844,12971,2011-01-11 16:24:00,71.5,38,4,4,United Kingdom
540849,14270,2011-01-12 09:33:00,492.65000000000003,197,29,29,United Kingdom
540851,12523,2011-01-12 09:43:00,102.95,43,7,7,France
540855,16353,2011-01-12 10:14:00,445.6,194,7,7,United Kingdom
540856,16655,2011-01-12 10:16:00,812.25,373,39,39,United Kingdom
540857,16779,2011-01-12 10:20:00,314.0,140,7,7,United Kingdom
540858,16359,2011-01-12 10:49:00,92.4,44,4,4,United Kingdom
540859,17965,2011-01-12 10:58:00,438.67,181,52,52,United Kingdom
540862,15953,2011-01-12 11:18:00,202.34999999999997,143,9,9,United Kingdom
540866,17324,2011-01-12 11:21:00,575.18,555,11,11,United Kingdom
540900,12712,2011-01-12 11:46:00,250.65,97,11,11,Germany
540906,16701,2011-01-12 11:51:00,366.12,332,9,9,United Kingdom
540907,13488,2011-01-12 11:52:00,1358.29,766,71,71,United Kingdom
540908,12980,2011-01-12 11:53:00,721.9200000000001,64,2,2,United Kingdom
540915,13267,2011-01-12 12:00:00,311.67,131,16,16,United Kingdom
540939,15061,2011-01-12 12:10:00,2.46,2,2,2,United Kingdom
540940,18109,2011-01-12 12:12:00,214.18,33,12,13,United Kingdom
540943,17841,2011-01-12 12:31:00,220.33,107,34,34,United Kingdom
540945,16554,2011-01-12 12:41:00,0.85,1,1,1,United Kingdom
540946,12359,2011-01-12 12:43:00,547.5,144,16,16,Cyprus
540947,15939,2011-01-12 12:43:00,747.06,490,11,11,United Kingdom
540951,13113,2011-01-12 13:10:00,676.5999999999999,132,11,11,United Kingdom
540953,14587,2011-01-12 13:16:00,208.05,146,79,79,United Kingdom
540954,14606,2011-01-12 13:19:00,174.15,47,26,26,United Kingdom
540955,14715,2011-01-12 13:27:00,137.95,82,13,13,United Kingdom
540957,15311,2011-01-12 13:30:00,342.46,193,34,35,United Kingdom
540968,17338,2011-01-12 13:40:00,770.75,316,66,66,United Kingdom
540970,14185,2011-01-12 13:52:00,197.65,6,3,3,United Kingdom
540971,12383,2011-01-12 14:10:00,651.16,590,31,31,Belgium
540972,12437,2011-01-12 14:13:00,392.7,134,7,7,France
540974,12971,2011-01-12 14:43:00,112.08,64,2,2,United Kingdom
540975,14040,2011-01-12 14:57:00,289.7,91,24,24,United Kingdom
540976,12652,2011-01-12 15:00:00,919.98,505,48,48,France
540979,15727,2011-01-12 15:06:00,554.75,273,30,32,United Kingdom
540980,14514,2011-01-12 15:22:00,255.25,121,26,26,United Kingdom
540981,12868,2011-01-12 15:25:00,287.46000000000004,168,22,22,United Kingdom
540983,15171,2011-01-12 15:36:00,1289.5,290,5,5,United Kingdom
540984,14167,2011-01-12 15:44:00,148.35,39,16,18,United Kingdom
540985,17389,2011-01-12 15:48:00,105.54,24,3,3,United Kingdom
540986,15291,2011-01-12 16:14:00,408.29,113,22,22,United Kingdom
540990,17048,2011-01-12 16:51:00,258.41,143,15,15,United Kingdom
540991,16525,2011-01-12 16:52:00,307.05,73,6,6,United Kingdom
540992,17364,2011-01-12 16:57:00,419.83,296,44,46,United Kingdom
540993,13284,2011-01-13 09:23:00,201.19,91,13,13,United Kingdom
540994,13089,2011-01-13 09:29:00,704.59,560,47,47,United Kingdom
540996,17068,2011-01-13 09:40:00,104.0,34,6,6,United Kingdom
540997,17368,2011-01-13 09:55:00,130.85,155,8,8,United Kingdom
540998,15290,2011-01-13 10:04:00,289.5,194,9,9,United Kingdom
540999,13694,2011-01-13 10:08:00,1431.28,1128,18,18,United Kingdom
541001,16500,2011-01-13 10:28:00,165.0,1,1,1,United Kingdom
541002,12951,2011-01-13 10:33:00,188.69,135,14,14,United Kingdom
541003,15835,2011-01-13 10:35:00,301.11,155,15,15,United Kingdom
541004,18190,2011-01-13 10:35:00,171.46,102,9,9,United Kingdom
541005,16161,2011-01-13 10:39:00,200.25,94,29,29,United Kingdom
541006,13993,2011-01-13 10:43:00,323.15000000000003,120,18,18,United Kingdom
541008,17848,2011-01-13 10:48:00,72.26,68,5,5,United Kingdom
541010,14114,2011-01-13 11:05:00,195.13,89,11,11,United Kingdom
541011,15447,2011-01-13 11:26:00,155.17,85,9,9,United Kingdom
541012,17019,2011-01-13 11:48:00,271.09,244,41,41,United Kingdom
541013,15694,2011-01-13 11:54:00,397.79,109,10,10,United Kingdom
541014,14085,2011-01-13 11:54:00,222.97,104,27,27,United Kingdom
541015,16315,2011-01-13 11:57:00,226.37,75,14,14,United Kingdom
541018,14978,2011-01-13 12:03:00,302.31,98,37,37,United Kingdom
541021,13093,2011-01-13 12:03:00,898.5,429,19,19,United Kingdom
541038,16395,2011-01-13 12:10:00,301.14,246,41,41,United Kingdom
541043,15510,2011-01-13 12:10:00,250.0,2,1,1,United Kingdom
541086,16503,2011-01-13 12:32:00,353.7,118,21,21,United Kingdom
541087,13614,2011-01-13 12:37:00,205.75,25,9,9,United Kingdom
541088,15513,2011-01-13 12:41:00,692.82,505,19,19,United Kingdom
541091,16814,2011-01-13 12:53:00,342.15,159,15,15,United Kingdom
541093,12471,2011-01-13 13:21:00,753.4499999999999,100,7,7,Germany
541094,13246,2011-01-13 13:36:00,332.17,292,35,35,United Kingdom
